videoId,author,publishedAt,likeCount,search_keyword,video_title,teks_bersih,hashtags,text,teks_bersih_lower,"1 = Pos, 2 = Net, 3 = Neg"
yT_NybqmH14,@ogleggagange,2025-07-11T08:38:07Z,1,Mobil murah,Jual Murah Semua Nih Mobil Bekas Cicilan Cuma 1 Jutaan aja Ges di Mauza Cars,mobil terbilang tua.harga cash termasuk tinggi.kredit 5th.cicilan riba banget.,,mobil terbilang tua.harga cash termasuk tinggi.kredit 5th.cicilan riba banget.,mobil terbilang tua.harga cash termasuk tinggi.kredit 5th.cicilan riba banget.,2
yT_NybqmH14,@EnzoPratama-i3y,2025-07-11T08:05:13Z,0,Mobil murah,Jual Murah Semua Nih Mobil Bekas Cicilan Cuma 1 Jutaan aja Ges di Mauza Cars,Sehat selalu n sukses Om.Fiki juga Om.Asep,,Sehat selalu n sukses Om.Fiki juga Om.Asep👍👍,sehat selalu n sukses om.fiki juga om.asep,2
s1l8R8MajsY,@sudarmawanstaff9066,2025-07-15T03:55:19Z,0,Mobil murah,Lapak rumahan obral mobil bekas murah murah❗Cuma 10 juta bawa mobil bekas murah ganteng,Accord nya boleh jg tuh,,Accord nya boleh jg tuh,accord nya boleh jg tuh,2
s1l8R8MajsY,@Itsmelaola,2025-07-14T05:01:51Z,0,Mobil murah,Lapak rumahan obral mobil bekas murah murah❗Cuma 10 juta bawa mobil bekas murah ganteng,"Mantap, pic bmw nya",,"Mantap, pic bmw nya","mantap, pic bmw nya",2
s1l8R8MajsY,@vickymaulana254,2025-07-13T11:13:25Z,0,Mobil murah,Lapak rumahan obral mobil bekas murah murah❗Cuma 10 juta bawa mobil bekas murah ganteng,Harganya lumayan terjangkau bang,,Harganya lumayan terjangkau bang,harganya lumayan terjangkau bang,2
2QPpJq84Ik0,@DevisriIsyani,2025-07-14T08:03:58Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Alamat lengkap dong bos, itu bener gak harga kesnya segitu bos",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Alamat lengkap dong bos, itu bener gak harga kesnya segitu bos","alamat lengkap dong bos, itu bener gak harga kesnya segitu bos",2
2QPpJq84Ik0,@fregymuhammad6782,2025-07-04T02:51:42Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ada over kridit vrv,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ada over kridit vrv,ada over kridit vrv,2
2QPpJq84Ik0,@SuciptoKusumo-y3x,2025-07-03T17:02:46Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Daerah mna,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Daerah mna,daerah mna,2
2QPpJq84Ik0,@DayoBongso,2025-07-01T02:35:52Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Ada no. Wa 
Untuk tanya2",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Ada no. Wa 
Untuk tanya2","ada no. wa 
untuk tanya2",2
2QPpJq84Ik0,@sunjensen7508,2025-07-01T01:28:54Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mbak beneran ada nama mobil 18 juta yang bagus ada ga mbak,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mbak beneran ada nama mobil 18 juta yang bagus ada ga mbak 🤔😅,mbak beneran ada nama mobil 18 juta yang bagus ada ga mbak,2
2QPpJq84Ik0,@IwanSuparlin,2025-06-27T06:16:15Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Nor yang bisa di hubungi,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Nor yang bisa di hubungi,nor yang bisa di hubungi,2
2QPpJq84Ik0,@azkhamauritz4798,2025-06-25T12:25:29Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"CRV 6jt dasar lelang
Ketok palu 58 JT ",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"CRV 6jt dasar lelang
Ketok palu 58 JT 😂😂😂","crv 6jt dasar lelang
ketok palu 58 jt ",2
2QPpJq84Ik0,@Suhirmanto-wy2oo,2025-06-24T02:38:25Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Jln apa  bos,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Jln apa  bos,jln apa  bos,2
2QPpJq84Ik0,@Suhirmanto-wy2oo,2025-06-24T02:38:02Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Daera mana bos,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Daera mana bos,daera mana bos,2
2QPpJq84Ik0,@mudskipper3747,2025-06-20T12:19:46Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Bisa kresit ga min,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Bisa kresit ga min,bisa kresit ga min,2
2QPpJq84Ik0,@AhmadYani-s1y,2025-06-17T05:59:31Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini lelang kali ya,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini lelang kali ya,ini lelang kali ya,2
2QPpJq84Ik0,@ijulmanoppomanoppo1569,2025-06-17T03:52:13Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mobil CRV  6  JT  berapa perbulan nya bos  dan brapa tahun,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mobil CRV  6  JT  berapa perbulan nya bos  dan brapa tahun,mobil crv  6  jt  berapa perbulan nya bos  dan brapa tahun,2
2QPpJq84Ik0,@ijulmanoppomanoppo1569,2025-06-17T03:50:50Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Harga 20 juta itu DP ya ...perbulannya berapa ...mobil Wuling,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Harga 20 juta itu DP ya ...perbulannya berapa ...mobil Wuling,harga 20 juta itu dp ya ...perbulannya berapa ...mobil wuling,2
2QPpJq84Ik0,@satyanugraha8966,2025-06-16T02:53:53Z,5,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Harga sebelum lelang itu,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Harga sebelum lelang itu,harga sebelum lelang itu,2
2QPpJq84Ik0,@IwaxAsin,2025-06-13T10:38:11Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini jual mobil apa jual ADMIN??,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini jual mobil apa jual ADMIN??,ini jual mobil apa jual admin??,2
2QPpJq84Ik0,@heriyadi4279,2025-06-13T05:45:56Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Assalamualaikum kalau mobil Avanza,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Assalamualaikum kalau mobil Avanza,assalamualaikum kalau mobil avanza,2
2QPpJq84Ik0,@TintinSubarinah,2025-06-08T06:48:41Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini daerah mana?,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini daerah mana?,ini daerah mana?,2
2QPpJq84Ik0,@marzukiahmad1656,2025-06-01T05:14:49Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,X trail berapa kak,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,X trail berapa kak,x trail berapa kak,2
2QPpJq84Ik0,@yatimarzuki57,2025-06-01T01:52:30Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Dimana ini benar betulan ?,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Dimana ini benar betulan ?,dimana ini benar betulan ?,2
2QPpJq84Ik0,@PutraPratama-s9y,2025-05-27T12:48:31Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Bener ga,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Bener ga,bener ga,2
2QPpJq84Ik0,@WokoNabil,2025-05-25T22:23:02Z,1,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lokasi,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lokasi,lokasi,2
2QPpJq84Ik0,@hansalbert1228,2025-05-24T05:56:49Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Boleh ada Ada WA..kh,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Boleh ada Ada WA..kh,boleh ada ada wa..kh,2
2QPpJq84Ik0,@hansalbert1228,2025-05-24T05:53:56Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Alamat di mana..?
Mba...jakarata Mana..?",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Alamat di mana..?
Mba...jakarata Mana..?","alamat di mana..?
mba...jakarata mana..?",2
2QPpJq84Ik0,@RobyPesolima-c7r,2025-05-23T05:02:06Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Alamat nya di mna mba,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Alamat nya di mna mba,alamat nya di mna mba,2
2QPpJq84Ik0,@mrsyarif5358,2025-05-22T02:40:11Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Harga dasar lelang,
Ya kali aja gak ada yg nawar lebih tinggi lagi",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Harga dasar lelang,
Ya kali aja gak ada yg nawar lebih tinggi lagi","harga dasar lelang,
ya kali aja gak ada yg nawar lebih tinggi lagi",2
2QPpJq84Ik0,@duta.lowongankerja,2025-05-20T18:24:07Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Cek lokasi kalau beneran awas beda ya ga sesuai konten,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Cek lokasi kalau beneran awas beda ya ga sesuai konten,cek lokasi kalau beneran awas beda ya ga sesuai konten,2
2QPpJq84Ik0,@angindallu7056,2025-05-18T14:38:25Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Masih ada lelangannya bos,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Masih ada lelangannya bos,masih ada lelangannya bos,2
2QPpJq84Ik0,@Zoendy-Animation,2025-05-17T21:01:38Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini mah lelang harganya bisa naik lagi,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini mah lelang harganya bisa naik lagi 🤣,ini mah lelang harganya bisa naik lagi,2
2QPpJq84Ik0,@BayuTia-v5i,2025-05-17T04:12:07Z,1,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Bisa kredit ga kk,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Bisa kredit ga kk,bisa kredit ga kk,2
2QPpJq84Ik0,@MuhammadReza-n4f,2025-05-15T02:26:53Z,1,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Tukar tambah sama motor bisa apa GK?,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Tukar tambah sama motor bisa apa GK?,tukar tambah sama motor bisa apa gk?,2
2QPpJq84Ik0,@julielie5473,2025-05-13T17:04:13Z,2,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini lelangan ya bos?,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Ini lelangan ya bos?,ini lelangan ya bos?,2
2QPpJq84Ik0,@SyarifahNurul-tc3gi,2025-05-12T08:36:00Z,1,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Daerah mana jual beli mobilini,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Daerah mana jual beli mobilini,daerah mana jual beli mobilini,2
2QPpJq84Ik0,@PakSarif-y1k,2025-05-11T16:06:44Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Bener ga tuh,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Bener ga tuh,bener ga tuh,2
2QPpJq84Ik0,@lilissolihah496,2025-05-10T22:50:07Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,d mana ya,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,d mana ya,d mana ya,2
2QPpJq84Ik0,@lilissolihah496,2025-05-10T22:49:24Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,betul apa iya,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,betul apa iya,betul apa iya,2
2QPpJq84Ik0,@wiwikhidayat5051,2025-05-10T07:40:14Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Minta no tlp,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Minta no tlp,minta no tlp,2
2QPpJq84Ik0,@wiwikhidayat5051,2025-05-10T07:39:32Z,2,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mbak ada mobil bok ga,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mbak ada mobil bok ga,mbak ada mobil bok ga,2
2QPpJq84Ik0,@dafit_bojinof2511,2025-05-09T20:41:59Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Mana ada mobil""sperti itu hrga cuma segitu boos obos",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Mana ada mobil""sperti itu hrga cuma segitu boos obos","mana ada mobil""sperti itu hrga cuma segitu boos obos",2
2QPpJq84Ik0,@BAN-qu9km,2025-05-04T04:08:22Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Diliat sih ada mobil listrik,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Diliat sih ada mobil listrik,diliat sih ada mobil listrik,2
2QPpJq84Ik0,@wijayasaputra8262,2025-05-03T12:44:00Z,1,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Nanti mesin jahit,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Nanti mesin jahit 😂,nanti mesin jahit,2
2QPpJq84Ik0,@jehanvivo9243,2025-05-02T11:14:13Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,benaran harga segitu,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,benaran harga segitu,benaran harga segitu,2
2QPpJq84Ik0,@NassaPutri,2025-05-01T09:30:58Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,daerah kediri atau surabaya ada g boss,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,daerah kediri atau surabaya ada g boss,daerah kediri atau surabaya ada g boss,2
2QPpJq84Ik0,@zkila742bsk,2025-04-29T13:45:05Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Beneran mobil semurah itu,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Beneran mobil semurah itu,beneran mobil semurah itu,2
2QPpJq84Ik0,@SitiAisyah-qu1ic,2025-04-27T07:53:06Z,5,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Allaahumma sholli 'alaa sayyidina Muhammad... ini???? dijamin Oke,...kah???!",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Allaahumma sholli 'alaa sayyidina Muhammad... ini???? dijamin Oke,...kah???!🤣🤔","allaahumma sholli 'alaa sayyidina muhammad... ini???? dijamin oke,...kah???!",2
2QPpJq84Ik0,@Masjujunpireng,2025-04-26T09:33:13Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lok dimna,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lok dimna,lok dimna,2
2QPpJq84Ik0,@nurulberliana4175,2025-04-24T06:33:04Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lokasinya d mn kak,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lokasinya d mn kak,lokasinya d mn kak,2
2QPpJq84Ik0,@MohammadYusufEfendi-z8o,2025-04-20T08:01:55Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mantap keren banget,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mantap keren banget,mantap keren banget,2
2QPpJq84Ik0,@IbuBapa-s9i,2025-04-19T17:10:53Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Dimana lokasiy,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Dimana lokasiy,dimana lokasiy,2
2QPpJq84Ik0,@MainanIyan,2025-04-17T11:13:55Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Video tolol , seharusnya di jelaskan detail 
Banyak masyarakat awam yang ga tau .
Ini kan video harga limit dasar nya belum di lelang",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Video tolol , seharusnya di jelaskan detail 
Banyak masyarakat awam yang ga tau .
Ini kan video harga limit dasar nya belum di lelang","video tolol , seharusnya di jelaskan detail 
banyak masyarakat awam yang ga tau .
ini kan video harga limit dasar nya belum di lelang",2
2QPpJq84Ik0,@rokimgoodboy8393,2025-04-16T01:47:10Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Kenapa sih hidup harus bohong,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Kenapa sih hidup harus bohong,kenapa sih hidup harus bohong,2
2QPpJq84Ik0,@MuhamadFirdaus-dx8fq,2025-04-15T15:11:34Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Bnrkah ini ,.

Lokasi dmn ,.",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Bnrkah ini ,.

Lokasi dmn ,.","bnrkah ini ,.

lokasi dmn ,.",2
2QPpJq84Ik0,@omcays9675,2025-04-10T07:55:47Z,1,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Lelang segitu yang ikut lelang orang2 dia juga , biar harga tinggi",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Lelang segitu yang ikut lelang orang2 dia juga , biar harga tinggi","lelang segitu yang ikut lelang orang2 dia juga , biar harga tinggi",2
2QPpJq84Ik0,@ChannelUstadzGaul,2025-04-01T10:46:17Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,lok,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,lok,lok,2
2QPpJq84Ik0,@nunungnurlena6504,2025-03-31T11:38:08Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mauu,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mauu,mauu,2
2QPpJq84Ik0,@PoniranhsKtb-lz7kj,2025-03-29T03:57:56Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mbal gombal,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mbal gombal,mbal gombal,2
2QPpJq84Ik0,@ayudanririn,2025-03-29T00:22:03Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,kak bisa kasi alamatnya dimana,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,kak bisa kasi alamatnya dimana,kak bisa kasi alamatnya dimana,2
2QPpJq84Ik0,@galihputra2741,2025-03-27T10:41:27Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mafia Mobil sadis bosku,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Mafia Mobil sadis bosku,mafia mobil sadis bosku,2
2QPpJq84Ik0,@bobyrmd1314,2025-03-23T13:14:23Z,1,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,INIKAN MOBIL LELANG. DENGN HARGA AWAL EMANG MURAH,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,INIKAN MOBIL LELANG. DENGN HARGA AWAL EMANG MURAH,inikan mobil lelang. dengn harga awal emang murah,2
2QPpJq84Ik0,@Suharto-m8j,2025-03-23T01:29:56Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"MET pagi , bisa kasi info gak , ini lokasinya dimana",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"MET pagi , bisa kasi info gak , ini lokasinya dimana","met pagi , bisa kasi info gak , ini lokasinya dimana",2
2QPpJq84Ik0,@rofiahsdn01podosari17,2025-03-16T10:41:58Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lokasinya mana mbak,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lokasinya mana mbak,lokasinya mana mbak,2
2QPpJq84Ik0,@MohFikri-f6p,2025-03-16T06:22:28Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Wa nya kirim,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Wa nya kirim,wa nya kirim,2
2QPpJq84Ik0,@Zahra-y2v1h,2025-03-15T02:36:22Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lokasi mana,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lokasi mana,lokasi mana,2
2QPpJq84Ik0,@lailybadri3711,2025-03-14T11:36:48Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,W a berapa mbak,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,W a berapa mbak,w a berapa mbak,2
2QPpJq84Ik0,@lailybadri3711,2025-03-14T10:20:47Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Berapa w a kk,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Berapa w a kk,berapa w a kk,2
2QPpJq84Ik0,@derilGibran-xh7ox,2025-03-12T23:47:30Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lelang,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Lelang,lelang,2
2QPpJq84Ik0,@sollsolihun89,2025-03-05T06:30:27Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Ka, gudang penyimpanan mobil nya terbuka. Apakah ttap aman warna nya?",#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,"Ka, gudang penyimpanan mobil nya terbuka. Apakah ttap aman warna nya?","ka, gudang penyimpanan mobil nya terbuka. apakah ttap aman warna nya?",2
2QPpJq84Ik0,@tukanggabut935,2025-03-02T13:15:22Z,3,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Semoga dua tahun kedepan setelah lulus sekolah berhasil nabung dari uang jajannya kalo berhasil insya allah beneran bakal beli adaga yang di bawah 15 juta kira kira,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Semoga dua tahun kedepan setelah lulus sekolah berhasil nabung dari uang jajannya kalo berhasil insya allah beneran bakal beli adaga yang di bawah 15 juta kira kira,semoga dua tahun kedepan setelah lulus sekolah berhasil nabung dari uang jajannya kalo berhasil insya allah beneran bakal beli adaga yang di bawah 15 juta kira kira,2
2QPpJq84Ik0,@TIPSBISNIS-bd6cn,2025-02-26T08:23:19Z,3,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Hahaha 20jt itu DP kredit,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Hahaha 20jt itu DP kredit 😅😅,hahaha 20jt itu dp kredit,2
2QPpJq84Ik0,@wahyudiganteng2734,2025-02-25T11:55:24Z,0,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Alamat di mana kaka,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Alamat di mana kaka,alamat di mana kaka,2
2QPpJq84Ik0,@SuparnoB-y9h,2025-02-24T08:28:04Z,1,Mobil murah,Dibawah harga 20 juta udah bisa dapet mobil?  #mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Maaf KK harga 20 juta mobil apa kk,#mobilmurah #lelang #mobilsecond #mobkas #mobilseken,Maaf KK harga 20 juta mobil apa kk,maaf kk harga 20 juta mobil apa kk,2
